ordinal	jar	distribution_path	original_sha256	pom_relation	recovered_source_namespaces	stage1_disposition	candidate_artifact	candidate_sha256	later_scope	decision_reason
476	logback-classic-1.2.8.jar	lib/logback-classic-1.2.8.jar	707d0f8ccacb080c8178b9b045414bb62503d403f003505a443df659e3831735	direct-pom	0	RETAIN_HASH_PINNED_STAGE1	lib/logback-classic-1.2.8.jar	707d0f8ccacb080c8178b9b045414bb62503d403f003505a443df659e3831735	operations-and-observability	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
477	logback-core-1.2.8.jar	lib/logback-core-1.2.8.jar	799fc59faec20f5043ab50bd03e3c9f83381adf1818eae3307257923afd1e44d	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/logback-core-1.2.8.jar	799fc59faec20f5043ab50bd03e3c9f83381adf1818eae3307257923afd1e44d	operations-and-observability	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
478	memcache-asg-java-client-1.1.0.36.jar	lib/memcache-asg-java-client-1.1.0.36.jar	abbfb1455d2164d5c79ed42cf1c83f5adb48ffa175c8d9292fda9569441be363	direct-pom	0	RETAIN_HASH_PINNED_STAGE1	lib/memcache-asg-java-client-1.1.0.36.jar	abbfb1455d2164d5c79ed42cf1c83f5adb48ffa175c8d9292fda9569441be363	optional-cache-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
479	metrics-core-3.2.2.jar	lib/metrics-core-3.2.2.jar	5c6f685e41664d10c70c65837cba9e58d39ff3896811e3b5707a934b11c85ad0	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/metrics-core-3.2.2.jar	5c6f685e41664d10c70c65837cba9e58d39ff3896811e3b5707a934b11c85ad0	operations-and-observability	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
480	metrics-spi-2.15.66.jar	lib/metrics-spi-2.15.66.jar	a363d71cd87b2f62fb0788ac59a2d5ae61fd42f6b63eca305af3e194786dbe78	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/metrics-spi-2.15.66.jar	a363d71cd87b2f62fb0788ac59a2d5ae61fd42f6b63eca305af3e194786dbe78	operations-and-observability	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
481	micrometer-core-1.9.5.jar	lib/micrometer-core-1.9.5.jar	2618c65acea9785edaca0804be9bbac664890f09c71b2a67871d09cb1830d4ab	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/micrometer-core-1.9.5.jar	2618c65acea9785edaca0804be9bbac664890f09c71b2a67871d09cb1830d4ab	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
482	moustache-1.1.0.jar	lib/moustache-1.1.0.jar	fd2790ed3241f11698698e195210d92f0266bc4e8905033225df52c61c6748c6	direct-pom	1	RETAIN_HASH_PINNED_STAGE1	lib/moustache-1.1.0.jar	fd2790ed3241f11698698e195210d92f0266bc4e8905033225df52c61c6748c6	http-and-optional-access	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
483	msgpack-0.6.12.jar	lib/msgpack-0.6.12.jar	e09ca65d8520488e80a5dc426848a8afccfd40f4a2eb3b9646042595d3bd9b5e	direct-pom	0	RETAIN_HASH_PINNED_STAGE1	lib/msgpack-0.6.12.jar	e09ca65d8520488e80a5dc426848a8afccfd40f4a2eb3b9646042595d3bd9b5e	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
484	nano-impl-0.1.325.jar	lib/nano-impl-0.1.325.jar	fbde8184da356bd3a9995a9f05f01493efe4baa87c4d48377cda3e53331807cd	direct-pom	5	SANITIZE_AND_REPLACE	nano-impl-0.1.325-sanitized.jar	08f9699d6e35b9e052ec85ee15e0896b3a685c74e6e226d8cd89d9c61dbf8d5f	transactor-extension	JKS-bearing original replaced by the deterministic derivative with both forbidden payloads removed
485	native-protocol-1.5.1.jar	lib/native-protocol-1.5.1.jar	955120805ddadd0771b36124679e337a20959c5639bc5de82bb8bce96b10441e	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/native-protocol-1.5.1.jar	955120805ddadd0771b36124679e337a20959c5639bc5de82bb8bce96b10441e	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
486	netty-buffer-4.1.100.Final.jar	lib/netty-buffer-4.1.100.Final.jar	462874b44ee782fbefec64078cda6eb8e7bf9f0e0af71a928ef4c1f2d564f7ee	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/netty-buffer-4.1.100.Final.jar	462874b44ee782fbefec64078cda6eb8e7bf9f0e0af71a928ef4c1f2d564f7ee	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
487	netty-codec-4.1.100.Final.jar	lib/netty-codec-4.1.100.Final.jar	180a01ed67af399602e24ff1c32864e7f57f57c4a0fa5e9ab3fe9b0e5e9cf051	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/netty-codec-4.1.100.Final.jar	180a01ed67af399602e24ff1c32864e7f57f57c4a0fa5e9ab3fe9b0e5e9cf051	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
488	netty-codec-http-4.1.100.Final.jar	lib/netty-codec-http-4.1.100.Final.jar	326811d249cb0e5555e78e026e877834e792261c38f0666d80464426695d9590	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/netty-codec-http-4.1.100.Final.jar	326811d249cb0e5555e78e026e877834e792261c38f0666d80464426695d9590	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
489	netty-codec-socks-4.1.100.Final.jar	lib/netty-codec-socks-4.1.100.Final.jar	608a453b90f8384ba4efcdc6db7f899a1f10b9ea1890954696e6cfac45ff1ba9	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/netty-codec-socks-4.1.100.Final.jar	608a453b90f8384ba4efcdc6db7f899a1f10b9ea1890954696e6cfac45ff1ba9	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
490	netty-common-4.1.100.Final.jar	lib/netty-common-4.1.100.Final.jar	d2908301f1ac6f2910900742473c15d701765d3d4467acdb1eebb9df3aa82885	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/netty-common-4.1.100.Final.jar	d2908301f1ac6f2910900742473c15d701765d3d4467acdb1eebb9df3aa82885	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
491	netty-handler-4.1.100.Final.jar	lib/netty-handler-4.1.100.Final.jar	0e10e584c2e7fdf7f4804e14760ed987003f1b62ab982f62eaf13a9892793d3a	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/netty-handler-4.1.100.Final.jar	0e10e584c2e7fdf7f4804e14760ed987003f1b62ab982f62eaf13a9892793d3a	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
492	netty-handler-proxy-4.1.100.Final.jar	lib/netty-handler-proxy-4.1.100.Final.jar	686dbc2e61407f216d6cb267dd7954896f851dd34b58be3e757c5a89f20a5e67	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/netty-handler-proxy-4.1.100.Final.jar	686dbc2e61407f216d6cb267dd7954896f851dd34b58be3e757c5a89f20a5e67	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
493	netty-resolver-4.1.100.Final.jar	lib/netty-resolver-4.1.100.Final.jar	c42c481c776e9d367a45cc3a67a06f65897d280334eb30b2362b8c55b7523f4f	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/netty-resolver-4.1.100.Final.jar	c42c481c776e9d367a45cc3a67a06f65897d280334eb30b2362b8c55b7523f4f	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
494	netty-transport-4.1.100.Final.jar	lib/netty-transport-4.1.100.Final.jar	b1deeceedab3734cdb959c55f4be5ab4a667a8aed59121ff93763f49470f5470	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/netty-transport-4.1.100.Final.jar	b1deeceedab3734cdb959c55f4be5ab4a667a8aed59121ff93763f49470f5470	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
495	netty-transport-classes-epoll-4.1.100.Final.jar	lib/netty-transport-classes-epoll-4.1.100.Final.jar	9abc4b17b1212b33666eae4e8013d0bb78a9a2bcd0a9a621b9bd06a7e5fc0050	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/netty-transport-classes-epoll-4.1.100.Final.jar	9abc4b17b1212b33666eae4e8013d0bb78a9a2bcd0a9a621b9bd06a7e5fc0050	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
496	netty-transport-classes-kqueue-4.1.100.Final.jar	lib/netty-transport-classes-kqueue-4.1.100.Final.jar	70b40962b01ab594bed5cd311cd8768b224155c948118af60412ab23bc55ed50	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/netty-transport-classes-kqueue-4.1.100.Final.jar	70b40962b01ab594bed5cd311cd8768b224155c948118af60412ab23bc55ed50	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
497	netty-transport-native-epoll-4.1.100.Final-linux-x86_64.jar	lib/netty-transport-native-epoll-4.1.100.Final-linux-x86_64.jar	a108fb47babb7678b5b2abb1fc8b34510bd2f705faa450447860647f2de4ebaa	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/netty-transport-native-epoll-4.1.100.Final-linux-x86_64.jar	a108fb47babb7678b5b2abb1fc8b34510bd2f705faa450447860647f2de4ebaa	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
498	netty-transport-native-kqueue-4.1.100.Final-osx-x86_64.jar	lib/netty-transport-native-kqueue-4.1.100.Final-osx-x86_64.jar	9ca2ba0121e35ea25228cf27ec553279966ca0a7f9c61e33ad1d9ea50477360d	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/netty-transport-native-kqueue-4.1.100.Final-osx-x86_64.jar	9ca2ba0121e35ea25228cf27ec553279966ca0a7f9c61e33ad1d9ea50477360d	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
499	netty-transport-native-unix-common-4.1.100.Final.jar	lib/netty-transport-native-unix-common-4.1.100.Final.jar	5d888230a04c4a3e647c64e933cefb64fd49056f969bfb734c8a3fcedf0bea8a	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/netty-transport-native-unix-common-4.1.100.Final.jar	5d888230a04c4a3e647c64e933cefb64fd49056f969bfb734c8a3fcedf0bea8a	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
500	ns-tracker-0.4.0.jar	lib/ns-tracker-0.4.0.jar	127b0b8a0c47c6868244d322dd28611515b4079d2b1c87639a789a64135299a5	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/ns-tracker-0.4.0.jar	127b0b8a0c47c6868244d322dd28611515b4079d2b1c87639a789a64135299a5	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
501	postgresql-42.5.1.jar	lib/postgresql-42.5.1.jar	89e8bffa8b37b9487946012c690cf04f3103953051c1c193d88ee36b68d365ae	direct-pom	0	RETAIN_HASH_PINNED_STAGE1	lib/postgresql-42.5.1.jar	89e8bffa8b37b9487946012c690cf04f3103953051c1c193d88ee36b68d365ae	postgresql-primary	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
502	profiles-2.15.66.jar	lib/profiles-2.15.66.jar	5548754f205aa4293a7108496ce61137c252c0679c7d6912a0a71f6b52a1f0db	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/profiles-2.15.66.jar	5548754f205aa4293a7108496ce61137c252c0679c7d6912a0a71f6b52a1f0db	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
503	query-stats-1.0.13.jar	lib/query-stats-1.0.13.jar	55a447d5d493156866a9d0dbd0a47b5e34c75285a1915ed06ff42f76fb39f290	direct-pom	0	RETAIN_HASH_PINNED_STAGE1	lib/query-stats-1.0.13.jar	55a447d5d493156866a9d0dbd0a47b5e34c75285a1915ed06ff42f76fb39f290	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
504	query-support-0.8.28.jar	lib/query-support-0.8.28.jar	086973461a46353cb10f6f4a9bfff9e083bd05f3754494069acf6f0a7651f84e	direct-pom	1	RETAIN_HASH_PINNED_STAGE1	lib/query-support-0.8.28.jar	086973461a46353cb10f6f4a9bfff9e083bd05f3754494069acf6f0a7651f84e	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
505	reactive-streams-1.0.3.jar	lib/reactive-streams-1.0.3.jar	1dee0481072d19c929b623e155e14d2f6085dc011529a0a0dbefc84cf571d865	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/reactive-streams-1.0.3.jar	1dee0481072d19c929b623e155e14d2f6085dc011529a0a0dbefc84cf571d865	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
506	rebl-0.9.242.jar	lib/rebl-0.9.242.jar	9da01d1e84a8268cb59bfd35f15315d63af720c2eec81bc247ef3883383bf602	direct-pom	0	RETAIN_HASH_PINNED_STAGE1	lib/rebl-0.9.242.jar	9da01d1e84a8268cb59bfd35f15315d63af720c2eec81bc247ef3883383bf602	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
507	regions-2.15.66.jar	lib/regions-2.15.66.jar	a19ad2bf981c3fd2d930b6978c816511363223732df0ceabf7b67948cd1e5cd0	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/regions-2.15.66.jar	a19ad2bf981c3fd2d930b6978c816511363223732df0ceabf7b67948cd1e5cd0	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
508	rewrite-clj-0.6.1.jar	lib/rewrite-clj-0.6.1.jar	71b2e0d614117c0836b204b840133768da9c6ad07f94a3562d1cc26c93550363	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/rewrite-clj-0.6.1.jar	71b2e0d614117c0836b204b840133768da9c6ad07f94a3562d1cc26c93550363	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
509	rewrite-cljs-0.4.4.jar	lib/rewrite-cljs-0.4.4.jar	84881a4dcefe0156d39e29436b86164b8e65033718e9cf91954bc4701e3f6041	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/rewrite-cljs-0.4.4.jar	84881a4dcefe0156d39e29436b86164b8e65033718e9cf91954bc4701e3f6041	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
510	ring-1.10.0.jar	lib/ring-1.10.0.jar	6e31261fc1aac7e7e08d15483eb796bba49d9902936c686a52b09a9407137a7d	direct-pom	0	RETAIN_HASH_PINNED_STAGE1	lib/ring-1.10.0.jar	6e31261fc1aac7e7e08d15483eb796bba49d9902936c686a52b09a9407137a7d	http-and-optional-access	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
511	ring-codec-1.2.0.jar	lib/ring-codec-1.2.0.jar	6fd8ad050062055b57b738110671f68f435774443d1826e62f4ec64d2c4565c2	transitive-or-packaged	1	RETAIN_HASH_PINNED_STAGE1	lib/ring-codec-1.2.0.jar	6fd8ad050062055b57b738110671f68f435774443d1826e62f4ec64d2c4565c2	http-and-optional-access	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
512	ring-core-1.10.0.jar	lib/ring-core-1.10.0.jar	f3dd27387369fbbc627c7aed04c2cfdd5965a349e2ebfb54e8b9bf962b20c58a	transitive-or-packaged	8	RETAIN_HASH_PINNED_STAGE1	lib/ring-core-1.10.0.jar	f3dd27387369fbbc627c7aed04c2cfdd5965a349e2ebfb54e8b9bf962b20c58a	http-and-optional-access	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
513	ring-devel-1.10.0.jar	lib/ring-devel-1.10.0.jar	3d1d110cf741cef99bbffc4b8a598967b5af42618c713026d6aad95e6054695a	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/ring-devel-1.10.0.jar	3d1d110cf741cef99bbffc4b8a598967b5af42618c713026d6aad95e6054695a	http-and-optional-access	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
514	ring-jetty-adapter-1.10.0.jar	lib/ring-jetty-adapter-1.10.0.jar	8d224dc95a88da7e42da9b7f68527eca18070803fe0b1c74ee2da6a794281dfc	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/ring-jetty-adapter-1.10.0.jar	8d224dc95a88da7e42da9b7f68527eca18070803fe0b1c74ee2da6a794281dfc	http-and-optional-access	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
515	ring-servlet-1.10.0.jar	lib/ring-servlet-1.10.0.jar	5e822497a1d5814c527f492bb5d5f38e6671ec714845f72724b1bd9d12fbebc2	transitive-or-packaged	1	RETAIN_HASH_PINNED_STAGE1	lib/ring-servlet-1.10.0.jar	5e822497a1d5814c527f492bb5d5f38e6671ec714845f72724b1bd9d12fbebc2	http-and-optional-access	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
516	s3-848.2.1413.0.jar	lib/s3-848.2.1413.0.jar	43227bda5ec8d3c76dcf166a0710c19aa1e2ab66ee5a1aae6590521c89edd35c	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/s3-848.2.1413.0.jar	43227bda5ec8d3c76dcf166a0710c19aa1e2ab66ee5a1aae6590521c89edd35c	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
517	sdk-core-2.15.66.jar	lib/sdk-core-2.15.66.jar	e2b124b05fb833cee569402d133800ab0b2a2bd60adc2b2bac4f1af2bdd0baf8	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/sdk-core-2.15.66.jar	e2b124b05fb833cee569402d133800ab0b2a2bd60adc2b2bac4f1af2bdd0baf8	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
518	slf4j-api-1.7.32.jar	lib/slf4j-api-1.7.32.jar	3624f8474c1af46d75f98bc097d7864a323c81b3808aa43689a6e1c601c027be	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/slf4j-api-1.7.32.jar	3624f8474c1af46d75f98bc097d7864a323c81b3808aa43689a6e1c601c027be	operations-and-observability	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
519	spec.alpha-0.3.218.jar	lib/spec.alpha-0.3.218.jar	67ec898eb55c66a957a55279dd85d1376bb994bd87668b2b0de1eb3b97e8aae0	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/spec.alpha-0.3.218.jar	67ec898eb55c66a957a55279dd85d1376bb994bd87668b2b0de1eb3b97e8aae0	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
520	spotbugs-annotations-3.1.12.jar	lib/spotbugs-annotations-3.1.12.jar	b0954eeb5fbca69ab648dab24e812e24587ad67638a101d8fd16363431da7cb7	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/spotbugs-annotations-3.1.12.jar	b0954eeb5fbca69ab648dab24e812e24587ad67638a101d8fd16363431da7cb7	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
521	tap-0.1.38.jar	lib/tap-0.1.38.jar	046f0d4cd680930f3a3c6aef4d3c265f6f06ac55801b58b0a91322e1322ed044	direct-pom	0	RETAIN_HASH_PINNED_STAGE1	lib/tap-0.1.38.jar	046f0d4cd680930f3a3c6aef4d3c265f6f06ac55801b58b0a91322e1322ed044	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
522	tomcat-jdbc-7.0.109.jar	lib/tomcat-jdbc-7.0.109.jar	7f94076cbf859a3ab66ed91ba625afc314c2f7d9163bc314287e2485e50160a4	direct-pom	0	RETAIN_HASH_PINNED_STAGE1	lib/tomcat-jdbc-7.0.109.jar	7f94076cbf859a3ab66ed91ba625afc314c2f7d9163bc314287e2485e50160a4	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
523	tomcat-juli-7.0.109.jar	lib/tomcat-juli-7.0.109.jar	71d6f40372884e26695c25e762f83d94c75d58bf1a007f5f1505900d3b1570db	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/tomcat-juli-7.0.109.jar	71d6f40372884e26695c25e762f83d94c75d58bf1a007f5f1505900d3b1570db	shared-runtime-support	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
